row_id,appendix_table,source_group,descriptive_name,author_market_code,source_exchange,source_currency,source_multiplier,first_source_year,provider_mapping_status,provider_mapping_review_status,provider_symbol,local_canonical_instrument_id,static_spec_evidence_status,static_spec_evidence_type,static_spec_evidence_reference,external_contract_spec_page_included,provider_master_name,provider_contract_family,contract_family_status,contract_variant_observed,contract_variant_status,source_exchange_value,provider_exchange_tokens,exchange_evidence_status,source_currency_value,provider_currency_raw,currency_evidence_status,source_multiplier_value,provider_point_value,multiplier_semantics_status,point_value_status,tick_size,tick_size_status,tick_value_candidate,tick_value_status,trading_hours_template,trading_hours_status,provider_server_supported_raw,active_status_evidence,delivery_cycle_status,delivery_cycle_summary,market_data_rows_included,provider_api_accessed,ninjatrader_export_used,production_contract_identity_lock_status,substitution_status,notes
APPENDIX_C_179_001,179,Major FX futures,AUD/USD,AUD,GLOBEX,USD,100000,1987,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_179_001_AUD,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,100000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_179_002,179,Major FX futures,CAD/USD,CAD,GLOBEX,USD,100000,1972,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_179_002_CAD,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,100000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_179_003,179,Major FX futures,CHF/USD,CHF,GLOBEX,USD,125000,1972,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_179_003_CHF,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,125000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_179_004,179,Major FX futures,EUR/USD,EUR,GLOBEX,USD,125000,1999,BLOCKED_CONTRACT_VARIANT_MISMATCH,BLOCKED,EUR,CARVER_APPENDIX_C_179_004_EUR,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_BUT_PROVIDER_MAPPING_VARIANT_BLOCKED,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,EUR,Euro Futuro,PROVIDER_STATIC_MASTER_FIELD_PRESENT_VARIANT_CONTRADICTION,standard_or_unspecified_future,BLOCKED_CONTRACT_VARIANT_MISMATCH_FROM_PROVIDER_MAPPING,GLOBEX,,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,USD,NINJATRADER_RAW_CURRENCY_CODE_3,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,125000,50.0,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.1,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,5,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,BM&F Bovespa,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,0,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,Provider mapping already failed closed: NinjaTrader code EUR does not resolve to an exact EUR/USD futures identity matching Appendix C multiplier evidence.
APPENDIX_C_179_005,179,Major FX futures,GBP/USD,GBP,GLOBEX,USD,62500,1975,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_179_005_GBP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,62500,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_179_006,179,Major FX futures,JPY/USD,JPY,GLOBEX,USD,12500000,1977,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_179_006_JPY,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,12500000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_179_007,179,Major FX futures,NOK/USD,NOK,GLOBEX,USD,2000000,2002,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,NOK,CARVER_APPENDIX_C_179_007_NOK,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,NOK,Norwegian Krona Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,standard_or_unspecified_future,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,GLOBEX,CME,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,2000000,2000000.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,1e-05,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,20,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME FX Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_179_008,179,Major FX futures,NZD/USD,NZD,GLOBEX,USD,100000,2003,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_179_008_NZD,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,100000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_179_009,179,Major FX futures,SEK/USD,SEK,GLOBEX,USD,2000000,2002,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,SEK,CARVER_APPENDIX_C_179_009_SEK,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,SEK,Swedish Krona Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,standard_or_unspecified_future,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,GLOBEX,CME,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,2000000,2000000.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,1e-05,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,20,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME FX Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_180_001,180,Cross and EM FX futures,EUR/GBP,RP,GLOBEX,GBP,125000,1999,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_180_001_RP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,GBP,,UNAVAILABLE,125000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_180_002,180,Cross and EM FX futures,EUR/JPY,RY,GLOBEX,JPY,125000,1999,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_180_002_RY,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,JPY,,UNAVAILABLE,125000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_180_003,180,Cross and EM FX futures,BRE/USD,BRE,GLOBEX,USD,100000,1995,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_180_003_BRE,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,100000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_180_004,180,Cross and EM FX futures,USD/Offshore CNH,UC,SGX,CNH,100000,2013,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_180_004_UC,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SGX,,UNAVAILABLE,CNH,,UNAVAILABLE,100000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_180_005,180,Cross and EM FX futures,INR/USD,SIR,GLOBEX,USD,5000000,2015,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_180_005_SIR,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,5000000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_180_006,180,Cross and EM FX futures,MXP/USD,MXP,GLOBEX,USD,500000,1995,BLOCKED_CONTRACT_VARIANT_MISMATCH,BLOCKED,MXP,CARVER_APPENDIX_C_180_006_MXP,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_BUT_PROVIDER_MAPPING_VARIANT_BLOCKED,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,MXP,CME Micro XRP Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_VARIANT_CONTRADICTION,micro|crypto,BLOCKED_CONTRACT_VARIANT_MISMATCH_FROM_PROVIDER_MAPPING,GLOBEX,CME,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,USD,NINJATRADER_RAW_CURRENCY_CODE_7,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,500000,2500.0,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.0005,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,1.25,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,NOT_REVIEWED_BECAUSE_PROVIDER_MAPPING_VARIANT_BLOCKED,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,"Provider mapping already failed closed: NinjaTrader code MXP resolves to Micro XRP Futures, not Appendix C MXP/USD Mexican Peso futures."
APPENDIX_C_180_007,180,Cross and EM FX futures,RUR/USD,RUR,GLOBEX,USD,2500000,2003,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_180_007_RUR,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,2500000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_180_008,180,Cross and EM FX futures,USD/SGD,SND,SGX,SGD,100000,2020,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_180_008_SND,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SGX,,UNAVAILABLE,SGD,,UNAVAILABLE,100000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_181_001,181,Metal and crypto futures,Aluminium,ALI,NYMEX,USD,25,2019,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_181_001_ALI,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,mini,UNAVAILABLE,NYMEX,,UNAVAILABLE,USD,,UNAVAILABLE,25,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_181_002,181,Metal and crypto futures,Copper,HG,NYMEX,USD,25000,1995,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,HG,CARVER_APPENDIX_C_181_002_HG,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,HG,Copper Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,standard_or_unspecified_future,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,NYMEX,COMEX|CME,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,25000,25000.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.0005,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,12.5,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,Nymex Metals - Energy ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_181_003,181,Metal and crypto futures,Gold (micro),MGC,NYMEX,USD,10,1975,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,MGC,CARVER_APPENDIX_C_181_003_MGC,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,MGC,E-micro Gold Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,micro,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,NYMEX,COMEX,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,10,10.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.1,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,1,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,Nymex Metals - Energy ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_181_004,181,Metal and crypto futures,Iron,SCI,SGX,USD,100,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_181_004_SCI,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SGX,,UNAVAILABLE,USD,,UNAVAILABLE,100,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
